"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"
"1"	0.550693429657118	1.34068645493226	0.680358531057889	0.0150767926488467	0.0616026791326585	8.25066931547789	0.00374612477760888	0.0260642019991079	0.255078328683923	0.47954184941151	0.380964583897067	0.0145346407948767	16.0784718245516	0.0201738206540445	1.3994373480137	0.146719956154702	0.261866622840688	0.469327361806845	0.176968568320667	3.04946408225742	3.86669033769232	0.69969676458806	0.0477991816729131	0.871217857591554	0.132535893588457	1.47549330186168	3.94015271187591	1.92826621942684	0.0944220419525664	1.58652077615541	36.6512498548939	0.143280911272182	2.05883384507731	12.2842658346448	0.190731991663854	3.92739749995817	11.9576735638437	139.287458909947	0.90470904491556	0.000954144053506381	0.000510275471856035	0.490432444488606	9.67334507693728	1.47608143681519	36.6305405119794	0.0236714440789034	0.540022129836545	0.460477962402507	0.785718884675284	0.515841022383425	0.867100776540236
"2"	0.571281668254421	1.51433417412302	0.680353556082884	0.0152771351161758	0.0575530919369868	8.8621612936496	0.00415677807206112	0.0258032064997305	0.252810765488106	0.49653076321188	0.413958485822681	0.0145566935833835	15.2682666637893	0.0194380385116379	1.4261841650313	0.145577776307155	0.266720738181763	0.513902199401062	0.177470875071656	3.35754768367913	3.52721861467851	0.849776775768783	0.0520311582129494	1.0431378511195	0.128540637874018	1.51783350148727	4.14097803423389	1.97392669267636	0.0958922795074628	1.52679932017773	33.4951031928981	0.154097085220005	2.29895736220471	11.834086444867	0.206774436588173	3.27182612560706	10.9209603074289	139.156292245651	0.875807656807022	0.000962683738123827	0.000500109647962827	0.508297600531025	10.4387393800947	1.54215002744715	40.3949971636942	0.0248140829363979	0.478038032515454	0.50645766869514	0.673368106465452	0.489436943582573	0.840057558207767
"3"	0.624665354417938	1.50741447939284	0.633865539137433	0.0142795801446336	0.0569864209522318	8.23553628408282	0.00402433348098486	0.0260035336556804	0.262925069214521	0.478404442879703	0.443185452492568	0.0156285378200058	14.0334968767853	0.0198300793388545	1.38679086940599	0.142651946624507	0.223845414536849	0.526653207777934	0.173410311756493	3.2954750462142	3.68183260075112	0.759895355413909	0.0472408982234889	0.955774697186586	0.124512110984402	1.56348929003122	4.10856037699411	2.00529219396718	0.100421629004717	1.63217682560209	36.6413545398975	0.145944855191438	2.11187357533508	12.664495312986	0.198010206425649	3.62414239540637	11.5606493363245	133.698220426787	0.89329087134212	0.000985750291365934	0.000523351382843581	0.499547475882712	10.0820466566271	1.50155237426726	45.2410452556449	0.0253208933814058	0.519669272390111	0.471066229633435	0.700390594271158	0.516818135760549	0.832324902277495
"4"	0.583600098154099	1.56234543647968	0.66646537817145	0.0139599812275307	0.0585282142342951	8.73315997304266	0.00407343917241408	0.0266722469489823	0.244988828889113	0.443480956788824	0.395219762960219	0.014079218851533	13.6050870540793	0.0206169320169017	1.28826727146858	0.148705000454719	0.259819763084251	0.529580037032368	0.173921684730705	3.03539737466829	3.59824396591521	0.794476788488058	0.0528144574590501	0.989463573165015	0.134793140050917	1.57925731767366	4.2277273954737	1.80816481671101	0.096985918721342	1.6186453293271	38.3618716188798	0.141515862907576	2.01221115327466	12.1008431381902	0.189775870819956	3.62120525794432	11.0680029233126	145.900211553049	0.920466898661736	0.000981917840957965	0.000500031661576437	0.48433600919923	10.0224867641671	1.36536418528414	41.9851590204712	0.0242592054570477	0.479982889556168	0.521207370307385	0.723216494617879	0.494521850528562	0.808835817968788
"5"	0.683670190565867	1.43479724677644	0.654807227679838	0.0146847142450359	0.0652125454215307	8.52217005207744	0.0039433864701411	0.0302157668957079	0.233556533439651	0.495631259785415	0.397440486529389	0.01383402093369	15.2723603945507	0.0206525506743647	1.31027464171425	0.132503992716285	0.24883850081902	0.538997154475785	0.170767814886421	3.77132661237334	3.5252153826107	0.777545956990079	0.0485602525583529	1.01746949111309	0.123289950162555	1.52627744037426	4.20868128414733	1.84421525297938	0.0981928272942745	1.7899741820557	34.6564310093728	0.139953815580332	2.04536734560245	12.7979305643806	0.187727263768561	3.69645718091313	11.2844081620122	151.163396327351	0.89073150835126	0.000995332113043154	0.000496407277069257	0.535145345046317	10.0431570176459	1.43861733247482	40.417898824541	0.0244608070367119	0.519597205112499	0.540961039740404	0.653277768905425	0.452065965393782	0.814305057066978
"6"	0.636783664614192	1.61017537355978	0.632527436327866	0.0165728270773402	0.0590044238844236	8.56523803202865	0.00424868113551841	0.0273788742802799	0.236574235751456	0.487579039014762	0.412847390672979	0.0143035467083419	13.2864175040254	0.0214020311995062	1.28311993362004	0.161990488105457	0.245511639221346	0.489308499250503	0.165085211593795	3.26838511423358	3.29921948779908	0.786431387494499	0.0452537471621741	0.960280967915946	0.134300235292394	1.58580864031704	4.23337164239491	1.84770925850238	0.0993986273025606	1.51889450679215	36.537737516029	0.143324571152889	2.1406399963617	11.6061504292861	0.205146268997786	3.30164158953177	12.7293919525076	143.524972488954	0.908599829244672	0.00109464374905676	0.000482279407951188	0.489850547717325	9.63166013478864	1.50771069446325	44.5073764572072	0.0240687638745133	0.48431589861512	0.48158271667929	0.784120472324234	0.493768075584919	0.782140548706793
"7"	0.584986207550215	1.4267758887913	0.668455045817054	0.0162109803571311	0.0588644747569672	8.20005646325878	0.00408211622301947	0.0261002793911809	0.266230523081467	0.489000287924805	0.402526166804265	0.0161114747298433	16.0051437303774	0.0203930401148392	1.45103094169786	0.145055178855956	0.249284451778045	0.47500563915069	0.181179587956716	3.54985390235777	3.57054860232516	0.851265332140243	0.0483289748325212	1.05062522250717	0.127875702196132	1.41710847236422	3.97703907382278	1.86571186526051	0.0979786868869879	1.58190633914671	37.011719260948	0.152383116344821	2.18608020800815	11.7788691046731	0.192877892310336	3.93151699083293	11.3726552510403	129.849519485486	0.918022890061037	0.000927552257760301	0.000496755482604763	0.478680952864473	9.82134168606562	1.62111713637715	40.7542379682255	0.0240393728510896	0.521129749811324	0.479657411120836	0.749753399429409	0.543353132057633	0.849449014218983
"8"	0.59687793200317	1.53824974101706	0.684239073565735	0.0162661565857316	0.0570588458004401	8.11183309298137	0.00392596126749625	0.0274636320096424	0.231762055947471	0.520328223217144	0.448207945080011	0.0160208778558115	13.625332027988	0.0214902984094457	1.21202739515693	0.144310570993414	0.250966170146826	0.486955233253323	0.176853719450581	3.23292170251955	3.50858811030667	0.708448579261147	0.047726836284508	1.03822214772047	0.121519950448716	1.55443400437888	4.01741883450676	1.94236674484119	0.105696201286469	1.60116098111966	36.1036152215767	0.157489362338872	2.07148983627293	12.953639985457	0.192066355614646	3.74828465512747	10.8558847636745	137.179313239669	0.830332116288833	0.000997955623034421	0.00051589630060768	0.512994862539804	9.91941815154846	1.38530669555775	38.7092086953689	0.0252481359437839	0.477603703734348	0.50075844755264	0.666860520534173	0.4974405264397	0.793080229325152
"9"	0.595340590065413	1.47573409699463	0.660826794790537	0.0154942152073089	0.0626476857763094	8.61790219483512	0.00426943750260824	0.0284090383119113	0.249348530112242	0.499067797286458	0.476896092651813	0.0148502201878187	14.7764357266108	0.0199770794115241	1.37079960085516	0.143690510195008	0.268687580747748	0.479928696185791	0.188250950464185	3.14457118760273	3.72867146150375	0.760171510936763	0.0487241995556745	1.02459496558464	0.12257788997206	1.56133602983442	3.99478940431095	2.06108370377808	0.0945196627457157	1.68736929396806	37.4562128274778	0.140307463272054	2.1984704058195	11.1667580568178	0.192281629135323	3.31029726267516	11.414185976265	142.865957986253	0.92028140719558	0.00096222728117461	0.000493501684794673	0.485649844575601	10.4481576179522	1.54862970195222	38.4525830621382	0.0245554542525195	0.522569178496701	0.476458854484877	0.723571237943959	0.451871708201893	0.767386145347087
"10"	0.617294245978309	1.50747131141107	0.619911018150304	0.0147184308948016	0.0616805162892043	8.41923737765938	0.00416267749481816	0.0271379040376117	0.228113555897156	0.511227472465202	0.439151394323516	0.0156597207746521	14.0808456176693	0.0206943548302454	1.25651013433776	0.14861557167454	0.236608318584827	0.469327513252076	0.184593660006349	3.31989759197665	3.49599219288451	0.762739428027093	0.049566916254975	1.07067888286492	0.137475225768379	1.46511892185016	4.0502182227385	2.01111257087562	0.104983475230339	1.53266643266853	37.6310398677258	0.146407670859318	1.9754098200288	11.6571131733148	0.200483559638765	3.48674900534649	11.1307824055959	143.4303127459	0.902731203666756	0.0010646783948974	0.000502096785011074	0.482432391753399	9.80133173169821	1.58595866594725	39.4621067030084	0.0255804851477192	0.496125799155431	0.52015468480201	0.642119025341118	0.434492341979418	0.752354662500461
